id,sexo,edad,ciudad,colegio,financiamiento,int1,int2,int3,int4,int5,int6,int7,int8,int9,int10,int11,int12,int13,int14,int15,int16,int17,int18,int19,int20,int21,int22,int23,int24,int25,int26,int27,int28,int29
359,hombre,15,cusco,colegio4,privado,1,1,1,2,1,3,1,2,1,1,1,1,3,3,2,4,1,1,3,1,1,1,3,1,5,1,1,3,1
360,hombre,15,cusco,colegio4,privado,1,2,1,2,4,4,1,2,1,2,2,3,4,5,2,1,1,2,5,1,2,2,5,1,3,1,2,5,5
361,hombre,15,cusco,colegio4,privado,2,1,1,2,5,4,3,2,4,3,3,3,3,3,4,2,4,3,4,4,5,4,4,4,5,4,4,2,4
362,hombre,15,cusco,colegio4,privado,2,2,1,4,1,2,1,1,1,3,4,3,4,3,3,5,3,2,3,5,3,1,2,1,4,2,1,3,1
363,hombre,15,cusco,colegio4,privado,2,4,3,4,5,5,2,5,5,5,5,5,4,5,4,5,4,4,5,5,2,2,4,1,2,4,4,3,4
364,hombre,15,cusco,colegio4,privado,3,2,5,4,3,5,4,5,5,4,3,4,3,4,3,5,4,4,5,4,5,5,5,4,3,3,4,3,4
365,hombre,15,cusco,colegio4,privado,3,3,3,3,3,4,2,3,3,4,3,3,4,3,3,4,4,3,3,4,3,3,2,2,2,2,2,3,2
366,hombre,15,cusco,colegio4,privado,3,5,2,3,4,5,3,5,3,3,5,5,5,4,5,3,4,5,5,3,5,3,5,3,5,3,3,5,3
367,hombre,15,cusco,colegio4,privado,3,3,4,4,4,4,4,3,2,3,3,4,4,4,4,3,4,3,5,2,4,5,5,4,3,3,3,3,4
368,hombre,15,cusco,colegio4,privado,3,2,2,2,2,3,1,2,2,3,3,3,3,4,4,4,5,5,5,4,5,1,2,3,1,2,4,4,4
369,hombre,15,cusco,colegio4,privado,3,2,2,4,4,4,4,4,1,3,3,4,4,4,4,3,3,4,5,2,5,5,5,4,3,3,4,3,4
370,hombre,15,cusco,colegio4,privado,3,3,1,2,3,3,2,4,1,1,2,4,3,2,4,3,3,3,2,2,5,4,5,4,4,3,4,4,2
371,hombre,15,cusco,colegio4,privado,3,4,2,3,2,4,3,4,1,3,3,3,4,4,4,4,5,3,4,1,5,4,5,4,3,4,5,3,4
372,hombre,15,cusco,colegio4,privado,3,5,3,3,3,5,4,4,3,3,4,3,4,5,4,5,4,4,5,1,5,5,4,4,3,4,4,2,4
373,hombre,15,cusco,colegio4,privado,3,3,2,4,4,4,2,2,1,3,3,4,5,4,3,4,4,4,5,1,2,2,4,2,5,3,1,3,1
374,hombre,15,cusco,colegio4,privado,3,2,2,5,5,4,1,3,5,3,3,5,5,5,3,3,3,2,2,1,5,5,5,5,3,3,3,1,5
375,hombre,15,cusco,colegio4,privado,3,4,3,4,4,3,4,4,2,4,3,3,3,4,4,3,4,4,4,3,2,4,3,3,4,2,2,4,3
376,hombre,15,cusco,colegio4,privado,3,4,3,3,4,4,4,4,2,2,2,4,4,3,4,3,4,3,4,3,1,3,4,4,2,2,3,4,2
377,hombre,15,cusco,colegio4,privado,3,3,3,4,5,4,4,3,2,3,3,4,4,4,4,4,3,3,5,3,4,5,5,4,3,3,3,3,4
378,hombre,15,cusco,colegio4,privado,3,4,2,5,5,4,1,4,4,4,4,5,5,4,4,4,4,4,4,4,2,3,5,1,2,4,3,2,2
379,hombre,15,cusco,colegio4,privado,4,4,4,5,5,4,4,4,3,4,3,4,4,4,5,5,4,4,4,4,3,2,3,2,2,4,4,4,2
380,hombre,15,cusco,colegio4,privado,4,5,5,5,4,4,4,4,4,3,4,3,5,4,4,3,4,4,2,4,1,3,5,2,4,4,4,4,3
381,hombre,15,cusco,colegio4,privado,4,4,5,5,4,4,3,3,4,3,4,4,5,4,5,4,4,4,5,2,4,2,5,2,5,4,2,4,2
382,hombre,15,cusco,colegio4,privado,4,4,5,4,3,5,4,4,3,4,4,4,5,5,4,3,4,3,4,4,3,4,4,2,2,3,3,3,4
383,hombre,15,cusco,colegio4,privado,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,5,4,5,5,4,4,4,5,4,3,4,5,4,4
384,hombre,15,cusco,colegio4,privado,4,4,2,3,4,4,3,4,1,2,3,4,4,4,5,4,5,4,4,3,3,3,5,3,3,4,4,3,5
385,hombre,15,cusco,colegio4,privado,4,3,3,2,4,3,1,3,2,3,3,3,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3,2
386,hombre,15,cusco,colegio4,privado,4,4,1,4,3,4,1,1,2,1,3,4,4,4,4,4,4,3,4,2,4,3,5,4,3,4,3,5,4
387,hombre,15,cusco,colegio4,privado,4,3,3,4,3,4,2,4,1,3,4,5,4,5,4,4,4,4,4,2,4,4,5,4,3,3,4,3,3
388,hombre,15,cusco,colegio4,privado,4,4,3,4,2,4,3,5,2,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,2,3,3,3
389,hombre,15,cusco,colegio4,privado,4,5,5,5,3,4,2,4,5,4,2,3,4,4,4,4,3,3,5,4,1,3,1,1,1,2,4,3,1
390,hombre,15,cusco,colegio4,privado,4,5,3,4,4,5,5,5,3,3,4,4,5,5,5,5,4,4,4,2,1,4,4,2,2,5,2,3,1
391,hombre,15,cusco,colegio4,privado,5,3,4,4,4,5,2,5,4,5,4,4,5,4,4,4,5,2,4,5,4,3,4,3,2,3,4,3,4
392,hombre,15,cusco,colegio4,privado,5,3,2,2,2,4,1,3,2,1,2,4,2,1,1,3,1,5,5,1,2,1,1,1,1,1,1,2,1
393,hombre,15,cusco,colegio4,privado,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
394,hombre,15,cusco,colegio4,privado,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,5
395,hombre,15,cusco,colegio4,privado,5,2,2,4,2,3,1,2,2,2,2,5,4,4,3,4,3,5,5,2,3,1,5,1,3,1,3,3,3
396,hombre,15,cusco,colegio4,privado,5,3,3,4,2,5,3,3,3,4,5,4,5,5,5,4,4,4,4,4,3,2,1,2,2,4,2,4,1
397,hombre,15,cusco,colegio4,privado,5,4,4,4,4,4,3,4,3,3,4,5,4,4,4,4,4,5,5,3,3,3,5,2,2,4,4,4,4
398,hombre,15,cusco,colegio4,privado,5,5,4,4,4,5,2,4,5,3,4,4,5,4,4,3,4,5,4,4,4,4,5,5,4,5,3,4,4
399,hombre,15,cusco,colegio4,privado,5,5,2,5,5,3,4,4,1,2,4,2,4,4,4,4,4,2,4,2,1,5,3,1,1,5,5,2,1
400,hombre,16,cusco,colegio4,privado,1,2,1,1,1,2,3,2,1,2,1,1,1,1,3,1,1,1,4,1,1,1,2,3,1,2,2,5,1
401,hombre,16,cusco,colegio4,privado,2,4,3,2,4,3,3,4,2,3,3,4,2,2,3,2,2,3,3,3,4,4,4,4,3,3,4,4,4
402,hombre,16,cusco,colegio4,privado,2,3,3,2,4,3,1,2,2,3,2,3,2,3,2,4,3,2,3,4,3,3,4,2,3,3,4,2,3
403,hombre,16,cusco,colegio4,privado,2,2,1,2,2,4,1,3,1,4,5,5,5,3,4,3,1,2,5,3,5,1,5,5,3,3,4,4,5
404,hombre,16,cusco,colegio4,privado,3,2,3,4,4,4,3,3,2,2,5,5,4,4,4,3,4,3,4,3,3,2,5,2,4,4,4,3,3
405,hombre,16,cusco,colegio4,privado,3,2,2,2,3,3,3,1,3,3,4,3,4,4,2,4,3,2,3,3,1,1,3,2,1,1,1,1,2
406,hombre,16,cusco,colegio4,privado,3,4,4,3,5,4,4,3,1,4,3,3,4,5,4,5,4,3,5,3,5,4,3,3,3,3,4,5,4
407,hombre,16,cusco,colegio4,privado,3,3,2,3,3,3,3,3,4,3,3,4,5,3,4,3,4,4,4,4,2,3,4,2,4,5,2,4,3
408,hombre,16,cusco,colegio4,privado,3,4,5,4,4,5,3,4,4,2,4,4,5,4,4,4,4,4,5,3,4,4,5,4,3,2,3,4,4
409,hombre,16,cusco,colegio4,privado,3,2,3,1,1,3,1,2,1,3,3,4,3,3,3,4,3,2,2,3,3,1,2,2,3,3,2,2,2
410,hombre,16,cusco,colegio4,privado,3,3,2,4,4,4,2,4,2,2,3,4,4,3,4,4,3,4,5,4,2,2,5,3,3,3,2,4,2
411,hombre,16,cusco,colegio4,privado,3,3,2,2,2,4,1,3,1,3,3,3,4,3,4,4,3,4,4,4,4,3,3,3,4,4,2,5,4
412,hombre,16,cusco,colegio4,privado,3,3,3,5,4,4,2,2,3,4,4,3,2,4,4,4,4,3,5,2,4,2,4,3,2,2,4,2,3
413,hombre,16,cusco,colegio4,privado,3,4,2,5,4,4,3,4,3,3,4,2,3,5,4,4,5,2,5,4,4,3,5,4,3,3,2,4,3
414,hombre,16,cusco,colegio4,privado,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,5,4
415,hombre,16,cusco,colegio4,privado,4,3,5,4,3,5,3,4,5,5,3,2,4,4,4,5,5,3,4,1,5,5,5,4,4,5,4,3,5
416,hombre,16,cusco,colegio4,privado,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,3,4,4,3,4
417,hombre,16,cusco,colegio4,privado,4,3,4,4,3,5,3,5,4,3,4,5,4,4,4,4,4,4,4,5,3,2,5,4,3,5,5,2,5
418,hombre,17,cusco,colegio4,privado,4,3,2,2,4,4,1,3,1,3,4,4,5,4,4,4,3,4,5,1,4,5,4,2,3,4,4,4,4
419,mujer,15,cusco,colegio4,privado,1,1,1,2,2,1,1,1,1,1,3,5,5,3,3,3,3,3,5,1,2,4,4,3,4,4,3,4,3
420,mujer,15,cusco,colegio4,privado,1,1,1,3,4,3,2,4,3,2,3,4,3,5,3,2,4,3,4,1,1,3,1,3,2,1,1,1,3
421,mujer,15,cusco,colegio4,privado,2,4,2,3,1,3,4,3,4,2,3,5,5,5,3,4,2,3,5,2,4,4,5,3,4,3,4,4,3
422,mujer,15,cusco,colegio4,privado,2,2,2,3,2,3,3,3,2,2,1,2,2,3,3,2,2,3,3,2,1,2,3,3,3,2,3,2,1
423,mujer,15,cusco,colegio4,privado,2,3,1,3,2,3,2,3,1,2,3,4,4,5,4,4,4,3,4,3,2,2,4,2,2,3,3,3,2
424,mujer,15,cusco,colegio4,privado,2,3,2,3,3,3,2,3,2,2,3,3,4,4,4,3,4,3,4,2,4,5,5,4,3,4,4,4,4
425,mujer,15,cusco,colegio4,privado,3,4,3,4,4,5,3,4,2,3,4,5,5,5,5,5,4,4,5,2,4,3,4,2,3,3,5,4,1
426,mujer,15,cusco,colegio4,privado,3,3,2,2,1,2,2,3,1,2,2,3,3,4,3,2,2,3,2,1,3,2,1,1,1,1,1,2,2
427,mujer,15,cusco,colegio4,privado,3,2,2,2,2,3,3,3,3,3,3,2,2,3,4,4,3,2,3,3,1,2,2,4,2,2,3,3,3
428,mujer,15,cusco,colegio4,privado,3,2,4,3,2,4,2,3,4,2,2,3,5,3,3,4,3,3,4,3,4,4,3,4,5,2,4,2,3
429,mujer,15,cusco,colegio4,privado,3,3,3,4,4,4,2,4,2,2,4,3,3,4,3,4,4,4,4,4,4,4,5,4,3,4,4,3,3
430,mujer,15,cusco,colegio4,privado,3,3,1,3,4,3,2,3,1,3,3,4,4,4,4,4,3,4,3,2,2,3,4,3,3,2,2,4,3
431,mujer,15,cusco,colegio4,privado,3,1,1,1,3,1,2,3,1,2,3,4,5,5,3,4,4,3,5,1,3,4,5,3,2,3,4,4,5
432,mujer,15,cusco,colegio4,privado,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,3,3,4,5,3,4,2,3,4,3,3,4
433,mujer,15,cusco,colegio4,privado,4,3,3,1,3,4,1,4,3,3,2,3,4,4,2,3,3,3,4,2,5,3,5,5,3,2,5,3,3
434,mujer,15,cusco,colegio4,privado,4,3,3,4,3,4,5,4,4,4,4,4,5,4,3,5,4,3,4,2,5,5,5,3,3,3,4,4,4
435,mujer,15,cusco,colegio4,privado,4,3,3,4,2,3,2,2,2,3,3,4,4,4,3,3,3,2,3,2,4,5,4,2,4,3,4,3,4
436,mujer,15,cusco,colegio4,privado,4,3,4,5,5,5,3,4,4,4,5,4,4,5,5,4,4,4,5,4,5,5,5,5,4,4,5,5,5
437,mujer,15,cusco,colegio4,privado,4,3,2,3,4,4,2,3,2,2,3,5,4,5,3,5,4,2,4,4,5,4,5,3,3,3,4,2,5
438,mujer,15,cusco,colegio4,privado,4,3,4,5,4,5,3,4,3,3,5,4,5,5,4,5,5,5,5,1,5,5,5,5,4,4,3,4,5
439,mujer,15,cusco,colegio4,privado,4,3,2,2,3,4,2,3,3,2,4,3,3,4,3,4,4,3,3,2,4,4,4,4,4,3,3,2,3
440,mujer,15,cusco,colegio4,privado,4,4,2,4,4,4,3,4,4,4,4,5,5,5,5,5,5,4,5,5,4,3,5,4,4,5,4,5,5
441,mujer,15,cusco,colegio4,privado,4,3,4,4,3,3,4,4,3,4,4,4,4,5,4,4,4,4,4,2,4,4,5,5,5,5,5,5,5
442,mujer,15,cusco,colegio4,privado,4,4,4,4,4,5,4,5,3,4,4,4,5,5,4,4,4,3,5,4,3,4,5,3,4,4,4,4,4
443,mujer,15,cusco,colegio4,privado,5,3,2,5,3,5,2,2,5,5,5,4,4,3,3,4,5,5,4,3,3,4,5,3,4,4,4,3,4
444,mujer,16,cusco,colegio4,privado,1,4,1,4,3,4,3,4,2,3,4,3,4,4,4,4,4,4,4,4,2,1,5,1,5,4,4,4,1
445,mujer,16,cusco,colegio4,privado,2,2,1,2,2,2,1,2,1,2,2,3,2,2,2,1,1,3,4,2,4,3,2,2,3,2,1,3,2
446,mujer,16,cusco,colegio4,privado,3,3,1,3,3,3,2,5,2,2,3,4,4,4,4,5,3,2,3,4,5,5,5,4,2,4,4,4,5
447,mujer,16,cusco,colegio4,privado,3,5,1,4,2,2,1,2,2,4,1,2,4,1,3,1,2,5,2,3,3,3,5,2,3,2,3,3,3
448,mujer,16,cusco,colegio4,privado,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,3,2,3,3,5,4,4,4,4,3,4,4,4
449,mujer,16,cusco,colegio4,privado,3,2,3,2,4,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3
450,mujer,16,cusco,colegio4,privado,3,4,2,4,4,4,1,3,3,2,3,3,4,5,4,4,4,4,5,4,4,2,5,3,2,2,1,3,4
451,mujer,16,cusco,colegio4,privado,3,4,2,3,3,4,2,4,2,2,3,4,4,3,3,5,3,3,5,3,5,5,3,3,3,3,4,1,2
452,mujer,16,cusco,colegio4,privado,4,4,4,3,3,4,3,4,5,4,3,4,5,5,4,3,3,4,5,4,4,4,5,4,3,4,4,4,5
453,mujer,16,cusco,colegio4,privado,4,4,2,4,3,4,1,4,4,4,5,5,4,4,4,5,5,4,5,3,5,5,5,5,5,4,5,3,5
454,mujer,16,cusco,colegio4,privado,4,4,3,4,5,5,2,4,3,3,4,3,4,4,4,5,3,3,5,4,4,5,5,5,4,5,3,2,5
455,mujer,16,cusco,colegio4,privado,4,4,3,3,4,3,1,4,2,3,4,4,4,3,3,5,3,4,5,2,5,5,5,4,3,3,4,3,5
456,mujer,16,cusco,colegio4,privado,4,1,1,3,4,5,1,3,1,2,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,2,4,5,4
457,mujer,16,cusco,colegio4,privado,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,3,3
458,mujer,16,cusco,colegio4,privado,4,3,3,4,2,3,2,3,2,3,3,4,4,3,3,4,3,2,4,3,2,1,5,2,3,1,1,2,1
459,mujer,16,cusco,colegio4,privado,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4
460,mujer,16,cusco,colegio4,privado,5,4,4,4,3,4,3,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,5,3,3,5,2,4,5
461,mujer,17,cusco,colegio4,privado,3,4,5,4,4,3,1,5,3,4,5,4,3,4,5,5,4,3,4,3,4,4,5,3,4,4,3,3,4
462,mujer,17,cusco,colegio4,privado,4,4,3,3,1,3,2,4,2,4,4,4,5,5,3,5,3,3,5,3,1,2,5,2,2,3,3,3,3
463,mujer,17,cusco,colegio4,privado,4,3,3,3,4,4,2,4,3,4,5,4,5,2,3,5,4,3,5,3,4,4,5,2,2,4,2,4,4
464,mujer,17,cusco,colegio4,privado,4,3,3,5,4,4,3,5,2,4,4,5,5,5,5,4,4,2,5,2,3,4,5,2,4,4,4,4,4
465,mujer,17,cusco,colegio4,privado,4,3,2,3,2,4,2,2,2,2,3,4,4,4,3,4,4,4,5,4,4,4,3,2,3,2,3,3,4
466,hombre,15,lima,colegio5,privado,1,2,4,2,2,3,5,2,5,3,1,3,3,3,4,3,3,2,4,1,2,4,4,1,3,2,1,3,3
467,hombre,15,lima,colegio5,privado,1,4,3,4,4,3,4,5,3,2,5,4,3,1,2,3,3,5,5,3,3,2,4,3,2,4,4,4,4
468,hombre,15,lima,colegio5,privado,2,3,2,4,4,4,3,4,3,3,2,4,2,3,3,4,2,2,4,2,4,4,4,4,3,2,3,2,4
469,hombre,15,lima,colegio5,privado,2,3,2,2,3,4,2,2,1,2,2,4,5,4,3,4,3,4,4,2,1,3,4,2,2,4,2,3,3
470,hombre,15,lima,colegio5,privado,2,1,3,4,5,2,2,2,3,1,1,3,5,4,2,3,4,1,2,4,2,3,5,3,1,3,4,5,2
471,hombre,15,lima,colegio5,privado,2,2,2,1,4,4,4,4,3,3,3,3,4,4,2,3,3,3,3,3,1,1,3,3,2,2,2,2,1
472,hombre,15,lima,colegio5,privado,2,5,4,3,3,4,5,4,2,3,4,5,5,4,5,5,3,4,4,3,5,5,5,4,3,3,5,4,5
473,hombre,15,lima,colegio5,privado,2,2,1,2,1,5,1,4,1,1,3,4,4,4,4,5,4,4,5,1,5,2,4,2,2,2,3,3,2
474,hombre,15,lima,colegio5,privado,2,2,3,2,4,4,3,3,1,2,4,2,4,4,4,5,3,3,4,2,1,4,3,2,1,2,3,3,2
475,hombre,15,lima,colegio5,privado,3,4,2,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,4,3,3,2
476,hombre,15,lima,colegio5,privado,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
477,hombre,15,lima,colegio5,privado,3,3,1,4,2,4,5,2,2,2,4,4,4,3,4,4,1,3,4,2,5,4,4,3,2,3,2,4,2
478,hombre,15,lima,colegio5,privado,3,4,3,2,4,4,3,3,3,3,4,4,5,4,4,4,4,4,5,3,3,5,5,4,4,3,3,3,4
479,hombre,15,lima,colegio5,privado,3,4,2,3,4,3,3,3,3,2,2,3,2,3,4,4,3,4,3,2,3,4,4,2,4,2,3,3,2
480,hombre,15,lima,colegio5,privado,3,2,3,4,3,4,3,4,2,3,3,3,3,2,4,4,3,3,4,1,5,4,2,5,3,3,3,4,4
481,hombre,15,lima,colegio5,privado,3,5,3,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5
482,hombre,15,lima,colegio5,privado,3,4,3,5,3,5,3,2,3,4,2,4,5,5,4,4,4,3,5,2,4,3,5,4,3,2,4,3,3
483,hombre,15,lima,colegio5,privado,3,2,2,3,2,2,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,1,3,4,4,3,2
484,hombre,15,lima,colegio5,privado,3,3,2,4,4,5,4,5,2,3,3,4,5,4,4,4,4,3,4,3,4,2,4,2,3,4,2,4,3
485,hombre,15,lima,colegio5,privado,3,5,1,4,5,4,5,4,3,3,4,3,5,5,4,5,5,4,5,3,5,5,5,5,3,5,5,5,5
486,hombre,15,lima,colegio5,privado,3,4,4,3,3,4,3,4,2,3,4,3,4,4,4,4,3,3,4,2,1,2,3,3,5,4,2,3,2
487,hombre,15,lima,colegio5,privado,3,2,4,3,4,3,3,3,1,4,3,4,5,4,4,4,4,3,3,1,4,4,3,3,2,4,3,4,4
488,hombre,15,lima,colegio5,privado,3,3,2,4,4,3,3,4,4,4,3,3,2,4,4,2,4,2,3,3,2,4,4,4,4,2,2,2,4
489,hombre,15,lima,colegio5,privado,3,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,4,3,3,3,4,5,4,3,3,3,3,3,3
490,hombre,15,lima,colegio5,privado,3,4,3,4,4,3,3,4,3,2,3,3,4,4,3,4,3,2,3,1,3,4,4,2,5,3,4,4,3
491,hombre,15,lima,colegio5,privado,3,3,2,3,4,4,2,5,1,1,2,4,3,2,4,5,2,2,4,2,3,2,4,1,2,3,3,3,3
492,hombre,15,lima,colegio5,privado,4,5,3,3,4,5,2,2,1,4,5,4,5,5,4,4,5,5,5,2,1,1,2,2,3,5,2,3,4
493,hombre,15,lima,colegio5,privado,4,4,4,4,4,4,3,5,4,4,3,5,3,3,5,5,4,5,4,5,4,4,4,5,4,4,3,3,5
494,hombre,15,lima,colegio5,privado,4,4,4,4,4,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,4,5
495,hombre,15,lima,colegio5,privado,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4
496,hombre,15,lima,colegio5,privado,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,2,3,3
497,hombre,15,lima,colegio5,privado,4,5,2,3,5,4,4,4,3,2,5,4,5,5,4,4,3,2,4,3,5,5,5,4,5,4,3,3,4
498,hombre,15,lima,colegio5,privado,4,3,4,3,2,4,3,3,3,4,2,4,5,5,3,4,4,4,4,3,2,1,5,1,1,3,1,3,1
499,hombre,15,lima,colegio5,privado,4,5,3,4,4,3,3,2,5,3,4,4,3,2,4,2,4,5,3,5,2,2,4,1,3,3,3,4,4
500,hombre,15,lima,colegio5,privado,4,3,5,4,3,3,3,4,4,2,4,4,5,5,4,5,5,3,2,4,1,3,5,2,3,3,1,3,2
501,hombre,15,lima,colegio5,privado,4,5,3,4,5,4,4,4,2,3,3,4,4,3,4,3,2,4,4,3,3,4,3,3,1,4,4,3,3
502,hombre,15,lima,colegio5,privado,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,1
503,hombre,15,lima,colegio5,privado,5,2,1,3,2,3,3,3,1,2,3,3,4,3,3,3,4,3,4,1,4,3,2,3,3,3,3,3,3
504,hombre,16,lima,colegio5,privado,1,2,4,2,2,3,1,3,5,2,3,2,3,4,4,2,2,3,3,2,3,4,2,2,2,3,4,4,4
505,hombre,16,lima,colegio5,privado,1,2,1,2,3,2,3,2,1,1,2,3,4,3,3,3,3,3,4,4,3,2,5,2,2,2,2,3,2
506,hombre,16,lima,colegio5,privado,1,2,2,2,1,3,3,3,1,2,2,3,3,2,3,5,1,3,4,1,3,1,2,3,2,2,3,3,2
507,hombre,16,lima,colegio5,privado,2,3,3,2,3,4,4,4,2,4,2,3,2,4,3,5,3,2,3,1,1,1,4,1,1,1,1,1,1
508,hombre,16,lima,colegio5,privado,2,3,4,3,3,2,2,3,4,3,4,2,3,4,2,2,1,1,5,4,4,4,3,3,3,2,2,3,2
509,hombre,16,lima,colegio5,privado,2,2,3,2,3,3,3,3,2,2,2,2,3,4,2,3,3,3,3,2,3,3,4,2,3,2,2,3,3
510,hombre,16,lima,colegio5,privado,2,2,3,2,4,4,2,2,1,3,3,4,2,5,2,3,4,3,5,1,4,4,4,1,4,2,3,3,3
511,hombre,16,lima,colegio5,privado,3,3,3,4,4,5,4,5,3,4,3,2,4,4,4,5,4,2,4,3,4,5,5,5,4,4,4,5,4
512,hombre,16,lima,colegio5,privado,3,2,3,4,2,4,3,4,2,3,4,3,4,3,3,4,4,4,4,4,4,3,2,3,2,4,3,3,3
513,hombre,16,lima,colegio5,privado,3,3,3,4,4,3,4,5,5,3,2,3,3,3,3,3,2,3,3,2,5,3,5,4,3,4,3,3,4
514,hombre,16,lima,colegio5,privado,3,3,2,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,2,3,2,4,4,3,3,2,3
515,hombre,16,lima,colegio5,privado,3,2,2,3,1,4,4,5,1,2,3,3,1,4,3,4,3,3,4,5,5,2,5,4,3,3,2,4,3
516,hombre,16,lima,colegio5,privado,3,4,3,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
517,hombre,16,lima,colegio5,privado,3,4,4,3,3,4,3,4,3,2,5,4,4,4,4,3,2,3,4,4,5,5,5,5,4,5,4,3,3
518,hombre,16,lima,colegio5,privado,3,2,2,3,2,4,2,4,3,2,2,3,3,3,4,4,3,2,5,2,4,3,4,3,3,2,3,3,3
519,hombre,16,lima,colegio5,privado,3,3,2,4,4,1,2,3,2,4,3,4,4,4,4,4,5,3,5,3,5,4,3,3,4,4,4,3,5
520,hombre,16,lima,colegio5,privado,3,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,3,5,3,4,4,2,3,4,3,4,3,3
521,hombre,16,lima,colegio5,privado,3,3,3,4,2,3,4,3,1,2,3,3,3,4,4,4,3,3,4,2,4,4,5,5,3,4,3,2,3
522,hombre,16,lima,colegio5,privado,3,4,4,4,3,5,3,4,3,4,2,3,5,4,5,3,3,2,5,2,3,3,5,4,5,4,2,2,3
523,hombre,16,lima,colegio5,privado,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,3
524,hombre,16,lima,colegio5,privado,3,3,3,3,3,3,2,2,4,3,3,3,4,3,4,4,3,2,4,3,5,5,5,4,5,3,4,2,4
525,hombre,16,lima,colegio5,privado,4,4,4,4,3,4,3,3,2,4,4,4,5,4,4,3,5,4,4,4,4,5,3,3,3,2,4,4,2
526,hombre,16,lima,colegio5,privado,4,4,4,3,2,4,3,2,5,4,3,3,4,5,5,5,4,4,5,4,2,1,5,1,3,2,3,1,2
527,hombre,16,lima,colegio5,privado,4,3,4,3,3,3,4,4,2,4,3,3,3,4,3,3,3,3,4,3,5,4,5,3,4,3,4,4,4
528,hombre,16,lima,colegio5,privado,4,4,4,3,4,4,3,3,3,4,3,4,4,4,3,4,5,4,4,4,5,5,5,3,3,4,5,3,3
529,hombre,16,lima,colegio5,privado,4,4,4,3,2,4,2,3,3,4,4,4,4,5,5,4,4,4,5,4,4,4,5,4,3,3,3,3,4
530,hombre,16,lima,colegio5,privado,4,4,3,2,3,4,1,3,1,3,4,5,4,4,2,2,3,3,3,4,4,3,5,1,5,4,1,4,4
531,hombre,16,lima,colegio5,privado,4,4,4,4,4,4,4,4,3,5,5,5,4,5,4,4,5,4,5,5,5,3,4,5,5,5,3,5,2
532,hombre,16,lima,colegio5,privado,4,3,3,4,5,4,3,4,2,3,3,3,4,4,4,3,4,3,4,3,3,4,5,2,3,3,3,3,3
533,hombre,16,lima,colegio5,privado,4,4,3,4,5,4,5,4,4,2,4,4,4,5,4,4,3,4,5,3,4,3,5,4,2,4,4,3,3
534,hombre,16,lima,colegio5,privado,5,4,5,5,5,5,3,5,5,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,3,4
535,hombre,16,lima,colegio5,privado,5,5,3,4,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,2,5,5,5,4,5,5,4,4
536,hombre,17,lima,colegio5,privado,3,3,3,3,3,2,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3
